SadOrHopeless,sad_binary,HowMuchDoYouWeighWithoutShoesInKG,CurrentCigaretteUse,smoker_binary,smoking_freq_group,smoking_freq_score,HowOldAreYou,age_label,age_group
2.0,0.0,59.42,1.0,0.0,,,5.0,16,16
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,73.48,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
1.0,1.0,74.39,1.0,0.0,,,6.0,17,17
2.0,0.0,88.45,1.0,0.0,,,6.0,17,17
1.0,1.0,60.33,1.0,0.0,,,6.0,17,17
2.0,0.0,95.26,1.0,0.0,,,6.0,17,17
2.0,0.0,76.2,1.0,0.0,,,5.0,16,16
1.0,1.0,58.06,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,58.97,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,57.61,1.0,0.0,,,3.0,14,<=14
2.0,0.0,64.86,2.0,1.0,Light (1~5 days),2.0,3.0,14,<=14
2.0,0.0,82.56,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,104.33,1.0,0.0,,,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,54.43,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,64.86,1.0,0.0,,,4.0,15,15
1.0,1.0,56.7,1.0,0.0,,,3.0,14,<=14
2.0,0.0,57.61,1.0,0.0,,,3.0,14,<=14
2.0,0.0,88.45,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,57.15,1.0,0.0,,,5.0,16,16
2.0,0.0,58.06,1.0,0.0,,,6.0,17,17
2.0,0.0,52.16,1.0,0.0,,,6.0,17,17
1.0,1.0,48.99,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
2.0,0.0,74.84,4.0,1.0,Moderate (6~19 days),4.0,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
2.0,0.0,55.79,1.0,0.0,,,5.0,16,16
1.0,1.0,61.69,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,6.0,17,17
2.0,0.0,75.75,1.0,0.0,,,6.0,17,17
2.0,0.0,83.92,1.0,0.0,,,7.0,18+,18+
2.0,0.0,142.88,1.0,0.0,,,5.0,16,16
2.0,0.0,71.22,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
1.0,1.0,83.92,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,72.58,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,70.76,1.0,0.0,,,5.0,16,16
2.0,0.0,64.86,1.0,0.0,,,5.0,16,16
1.0,1.0,50.8,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,69.85,1.0,0.0,,,5.0,16,16
2.0,0.0,70.76,1.0,0.0,,,5.0,16,16
1.0,1.0,68.04,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
1.0,1.0,49.44,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,70.76,1.0,0.0,,,5.0,16,16
2.0,0.0,55.79,1.0,0.0,,,4.0,15,15
1.0,1.0,77.11,1.0,0.0,,,5.0,16,16
2.0,0.0,81.65,1.0,0.0,,,5.0,16,16
1.0,1.0,66.68,1.0,0.0,,,4.0,15,15
2.0,0.0,86.18,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
2.0,0.0,53.98,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,83.92,1.0,0.0,,,6.0,17,17
2.0,0.0,,,,,,4.0,15,15
2.0,0.0,103.42,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,48.54,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,61.24,,,,,7.0,18+,18+
1.0,1.0,55.34,1.0,0.0,,,6.0,17,17
1.0,1.0,53.52,1.0,0.0,,,7.0,18+,18+
2.0,0.0,77.11,1.0,0.0,,,7.0,18+,18+
2.0,0.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,84.37,1.0,0.0,,,6.0,17,17
2.0,0.0,82.56,1.0,0.0,,,6.0,17,17
2.0,0.0,68.49,1.0,0.0,,,7.0,18+,18+
2.0,0.0,58.97,1.0,0.0,,,7.0,18+,18+
2.0,0.0,89.36,1.0,0.0,,,7.0,18+,18+
2.0,0.0,99.79,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,1.0,0.0,,,7.0,18+,18+
2.0,0.0,113.4,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,99.79,1.0,0.0,,,7.0,18+,18+
2.0,0.0,117.94,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,95.26,1.0,0.0,,,7.0,18+,18+
2.0,0.0,111.13,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,92.99,1.0,0.0,,,7.0,18+,18+
1.0,1.0,77.11,1.0,0.0,,,7.0,18+,18+
2.0,0.0,74.84,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,5.0,16,16
2.0,0.0,97.52,1.0,0.0,,,6.0,17,17
2.0,0.0,50.8,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,,4.0,1.0,Moderate (6~19 days),4.0,,,
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,61.69,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,50.35,1.0,0.0,,,6.0,17,17
1.0,1.0,66.23,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
1.0,1.0,81.65,1.0,0.0,,,6.0,17,17
1.0,1.0,48.54,1.0,0.0,,,6.0,17,17
2.0,0.0,51.71,1.0,0.0,,,5.0,16,16
2.0,0.0,72.12,1.0,0.0,,,6.0,17,17
2.0,0.0,65.32,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,7.0,18+,18+
1.0,1.0,43.09,1.0,0.0,,,7.0,18+,18+
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,69.85,1.0,0.0,,,6.0,17,17
2.0,0.0,81.65,1.0,0.0,,,7.0,18+,18+
2.0,0.0,56.7,1.0,0.0,,,7.0,18+,18+
2.0,0.0,45.81,1.0,0.0,,,6.0,17,17
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
2.0,0.0,49.9,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,47.63,1.0,0.0,,,5.0,16,16
2.0,0.0,62.14,1.0,0.0,,,7.0,18+,18+
2.0,0.0,58.97,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,7.0,18+,18+
1.0,1.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,80.74,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
2.0,0.0,81.65,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,51.26,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,3.0,14,<=14
1.0,1.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,79.38,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,56.7,1.0,0.0,,,3.0,14,<=14
2.0,0.0,58.06,1.0,0.0,,,3.0,14,<=14
2.0,0.0,97.52,1.0,0.0,,,4.0,15,15
2.0,0.0,74.84,1.0,0.0,,,4.0,15,15
1.0,1.0,80.29,5.0,1.0,Moderate (6~19 days),5.0,3.0,14,<=14
2.0,0.0,58.97,1.0,0.0,,,3.0,14,<=14
2.0,0.0,99.34,,,,,4.0,15,15
2.0,0.0,51.26,1.0,0.0,,,2.0,13,<=14
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,,5.0,1.0,Moderate (6~19 days),5.0,3.0,14,<=14
1.0,1.0,56.7,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,57.61,1.0,0.0,,,4.0,15,15
1.0,1.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,55.34,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,52.62,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,5.0,16,16
2.0,0.0,47.63,1.0,0.0,,,4.0,15,15
2.0,0.0,76.66,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,4.0,15,15
2.0,0.0,63.96,1.0,0.0,,,4.0,15,15
1.0,1.0,52.62,1.0,0.0,,,5.0,16,16
1.0,1.0,81.65,1.0,0.0,,,5.0,16,16
2.0,0.0,51.26,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
1.0,1.0,66.68,1.0,0.0,,,4.0,15,15
2.0,0.0,66.68,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
1.0,1.0,70.31,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,67.59,1.0,0.0,,,5.0,16,16
2.0,0.0,73.03,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
1.0,1.0,106.6,1.0,0.0,,,5.0,16,16
1.0,1.0,90.72,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,,,,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,87.09,1.0,0.0,,,5.0,16,16
1.0,1.0,68.04,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
,,111.13,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,89.81,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,3.0,14,<=14
2.0,0.0,66.68,1.0,0.0,,,4.0,15,15
1.0,1.0,58.06,1.0,0.0,,,3.0,14,<=14
2.0,0.0,79.38,1.0,0.0,,,3.0,14,<=14
,,,,,,,4.0,15,15
2.0,0.0,78.02,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
1.0,1.0,53.52,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,65.77,,,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,4.0,15,15
2.0,0.0,62.14,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,120.2,1.0,0.0,,,4.0,15,15
2.0,0.0,75.75,1.0,0.0,,,4.0,15,15
2.0,0.0,69.4,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,3.0,14,<=14
2.0,0.0,50.35,1.0,0.0,,,3.0,14,<=14
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
2.0,0.0,61.24,1.0,0.0,,,3.0,14,<=14
2.0,0.0,47.63,1.0,0.0,,,4.0,15,15
2.0,0.0,46.72,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,74.39,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,,,
1.0,1.0,86.18,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,70.31,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,72.58,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
1.0,1.0,47.63,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
1.0,1.0,,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
2.0,0.0,74.84,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,111.13,1.0,0.0,,,6.0,17,17
1.0,1.0,81.65,1.0,0.0,,,5.0,16,16
1.0,1.0,95.26,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,,,
1.0,1.0,71.67,1.0,0.0,,,6.0,17,17
2.0,0.0,72.12,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,83.01,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,76.2,1.0,0.0,,,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,95.26,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,54.43,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,58.06,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,7.0,18+,18+
1.0,1.0,53.52,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,107.96,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
1.0,1.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,60.33,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
1.0,1.0,77.11,1.0,0.0,,,6.0,17,17
2.0,0.0,65.32,1.0,0.0,,,6.0,17,17
1.0,1.0,52.16,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
1.0,1.0,81.65,1.0,0.0,,,6.0,17,17
1.0,1.0,53.52,,,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
1.0,1.0,66.68,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,76.2,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,90.72,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
2.0,0.0,102.06,,,,,7.0,18+,18+
2.0,0.0,68.04,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
1.0,1.0,72.12,1.0,0.0,,,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,47.63,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,1.0,<=12,<=14
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
1.0,1.0,88.0,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,68.04,1.0,0.0,,,5.0,16,16
1.0,1.0,72.58,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,,,,,,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
1.0,1.0,47.63,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,68.95,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,56.7,1.0,0.0,,,7.0,18+,18+
1.0,1.0,95.26,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,63.5,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,68.04,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,74.84,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,95.26,1.0,0.0,,,7.0,18+,18+
2.0,0.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,58.06,1.0,0.0,,,7.0,18+,18+
2.0,0.0,117.94,1.0,0.0,,,7.0,18+,18+
2.0,0.0,77.11,1.0,0.0,,,7.0,18+,18+
1.0,1.0,99.79,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,90.72,1.0,0.0,,,7.0,18+,18+
2.0,0.0,99.79,1.0,0.0,,,7.0,18+,18+
2.0,0.0,107.96,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
1.0,1.0,90.72,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,70.31,1.0,0.0,,,7.0,18+,18+
2.0,0.0,104.33,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,3.0,14,<=14
2.0,0.0,81.65,,,,,4.0,15,15
2.0,0.0,68.49,1.0,0.0,,,4.0,15,15
2.0,0.0,69.85,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,99.79,1.0,0.0,,,3.0,14,<=14
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
1.0,1.0,76.66,,,,,4.0,15,15
1.0,1.0,,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,70.76,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,2.0,1.0,Light (1~5 days),2.0,3.0,14,<=14
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,61.24,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
1.0,1.0,52.62,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
1.0,1.0,56.7,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
1.0,1.0,71.67,1.0,0.0,,,6.0,17,17
2.0,0.0,43.09,1.0,0.0,,,6.0,17,17
1.0,1.0,126.1,1.0,0.0,,,7.0,18+,18+
2.0,0.0,83.92,1.0,0.0,,,6.0,17,17
2.0,0.0,55.34,1.0,0.0,,,6.0,17,17
2.0,0.0,61.69,,,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,5.0,16,16
1.0,1.0,74.84,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,47.17,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,62.14,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,72.58,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,67.13,1.0,0.0,,,6.0,17,17
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
1.0,1.0,50.8,1.0,0.0,,,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
1.0,1.0,51.71,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,69.85,1.0,0.0,,,6.0,17,17
2.0,0.0,88.45,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,86.18,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,95.26,1.0,0.0,,,6.0,17,17
1.0,1.0,64.86,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,6.0,17,17
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
1.0,1.0,63.05,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,6.0,17,17
1.0,1.0,52.16,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
2.0,0.0,55.79,1.0,0.0,,,7.0,18+,18+
2.0,0.0,49.9,1.0,0.0,,,7.0,18+,18+
1.0,1.0,95.26,1.0,0.0,,,7.0,18+,18+
2.0,0.0,69.85,1.0,0.0,,,7.0,18+,18+
2.0,0.0,102.97,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
2.0,0.0,110.22,1.0,0.0,,,7.0,18+,18+
2.0,0.0,83.92,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,6.0,17,17
2.0,0.0,71.67,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,7.0,18+,18+
1.0,1.0,61.24,1.0,0.0,,,7.0,18+,18+
1.0,1.0,57.61,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.12,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,7.0,18+,18+
2.0,0.0,52.16,1.0,0.0,,,7.0,18+,18+
1.0,1.0,56.7,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,83.92,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
1.0,1.0,78.47,1.0,0.0,,,7.0,18+,18+
2.0,0.0,45.36,1.0,0.0,,,7.0,18+,18+
2.0,0.0,60.33,1.0,0.0,,,6.0,17,17
2.0,0.0,91.17,1.0,0.0,,,7.0,18+,18+
1.0,1.0,83.92,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
1.0,1.0,61.24,1.0,0.0,,,7.0,18+,18+
2.0,0.0,77.11,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,95.26,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
1.0,1.0,,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
,,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,46.72,1.0,0.0,,,4.0,15,15
1.0,1.0,48.99,1.0,0.0,,,5.0,16,16
2.0,0.0,98.88,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,4.0,15,15
,,104.33,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,76.66,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
1.0,1.0,83.92,1.0,0.0,,,4.0,15,15
