SadOrHopeless,sad_binary,HowMuchDoYouWeighWithoutShoesInKG,CurrentCigaretteUse,smoker_binary,smoking_freq_group,smoking_freq_score,HowOldAreYou,age_label,age_group
2.0,0.0,75.75,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
1.0,1.0,58.51,1.0,0.0,,,7.0,18+,18+
1.0,1.0,73.94,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,66.23,1.0,0.0,,,7.0,18+,18+
2.0,0.0,46.72,1.0,0.0,,,6.0,17,17
2.0,0.0,67.59,1.0,0.0,,,5.0,16,16
2.0,0.0,47.63,1.0,0.0,,,5.0,16,16
1.0,1.0,45.36,1.0,0.0,,,6.0,17,17
1.0,1.0,70.31,1.0,0.0,,,6.0,17,17
1.0,1.0,95.26,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,95.26,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
1.0,1.0,58.06,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
2.0,0.0,70.31,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,79.38,1.0,0.0,,,6.0,17,17
1.0,1.0,45.36,1.0,0.0,,,6.0,17,17
2.0,0.0,58.51,,,,,4.0,15,15
2.0,0.0,48.08,1.0,0.0,,,4.0,15,15
1.0,1.0,77.11,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,4.0,15,15
1.0,1.0,73.94,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
1.0,1.0,45.36,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
2.0,0.0,67.59,1.0,0.0,,,4.0,15,15
1.0,1.0,56.7,6.0,1.0,Frequent (20~30 days),6.0,3.0,14,<=14
2.0,0.0,54.43,5.0,1.0,Moderate (6~19 days),5.0,3.0,14,<=14
2.0,0.0,54.89,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,50.8,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
1.0,1.0,90.72,1.0,0.0,,,3.0,14,<=14
2.0,0.0,66.68,1.0,0.0,,,5.0,16,16
1.0,1.0,78.93,1.0,0.0,,,4.0,15,15
2.0,0.0,71.67,1.0,0.0,,,4.0,15,15
2.0,0.0,85.28,1.0,0.0,,,3.0,14,<=14
1.0,1.0,106.6,1.0,0.0,,,4.0,15,15
2.0,0.0,90.72,1.0,0.0,,,3.0,14,<=14
2.0,0.0,47.63,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
1.0,1.0,80.74,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
1.0,1.0,89.81,1.0,0.0,,,5.0,16,16
2.0,0.0,114.31,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
1.0,1.0,88.45,1.0,0.0,,,5.0,16,16
2.0,0.0,73.03,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,56.25,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,58.06,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,50.8,1.0,0.0,,,4.0,15,15
1.0,1.0,,,,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,53.52,1.0,0.0,,,6.0,17,17
2.0,0.0,74.39,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
2.0,0.0,64.86,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,69.85,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
1.0,1.0,70.31,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,65.77,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,85.28,1.0,0.0,,,6.0,17,17
2.0,0.0,61.69,1.0,0.0,,,6.0,17,17
2.0,0.0,60.78,,,,,7.0,18+,18+
2.0,0.0,62.14,1.0,0.0,,,6.0,17,17
2.0,0.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,90.72,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,100.25,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,90.72,1.0,0.0,,,7.0,18+,18+
2.0,0.0,67.13,1.0,0.0,,,6.0,17,17
2.0,0.0,80.29,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,52.16,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,74.39,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,6.0,17,17
2.0,0.0,62.6,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,80.74,1.0,0.0,,,6.0,17,17
1.0,1.0,49.9,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,96.16,1.0,0.0,,,6.0,17,17
1.0,1.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
1.0,1.0,43.09,1.0,0.0,,,5.0,16,16
2.0,0.0,67.59,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
1.0,1.0,66.68,1.0,0.0,,,5.0,16,16
2.0,0.0,99.79,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,95.26,1.0,0.0,,,5.0,16,16
2.0,0.0,86.18,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,57.61,1.0,0.0,,,6.0,17,17
2.0,0.0,73.94,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,5.0,16,16
1.0,1.0,74.84,1.0,0.0,,,4.0,15,15
2.0,0.0,99.79,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,74.84,,,,,5.0,16,16
2.0,0.0,108.86,1.0,0.0,,,6.0,17,17
2.0,0.0,54.89,1.0,0.0,,,5.0,16,16
2.0,0.0,58.06,1.0,0.0,,,4.0,15,15
1.0,1.0,50.8,1.0,0.0,,,4.0,15,15
2.0,0.0,60.33,1.0,0.0,,,5.0,16,16
1.0,1.0,,6.0,1.0,Frequent (20~30 days),6.0,1.0,<=12,<=14
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
1.0,1.0,81.65,1.0,0.0,,,5.0,16,16
2.0,0.0,86.18,1.0,0.0,,,6.0,17,17
2.0,0.0,59.88,1.0,0.0,,,6.0,17,17
1.0,1.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,88.91,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,129.28,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,61.24,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,58.97,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,75.75,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,77.11,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,81.65,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,92.99,1.0,0.0,,,5.0,16,16
2.0,0.0,106.14,1.0,0.0,,,6.0,17,17
2.0,0.0,64.86,4.0,1.0,Moderate (6~19 days),4.0,6.0,17,17
2.0,0.0,97.52,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,81.65,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,83.92,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
1.0,1.0,69.4,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
1.0,1.0,,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
1.0,1.0,49.44,1.0,0.0,,,7.0,18+,18+
2.0,0.0,69.85,1.0,0.0,,,5.0,16,16
1.0,1.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,58.97,1.0,0.0,,,5.0,16,16
1.0,1.0,58.97,,,,,5.0,16,16
1.0,1.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,50.8,1.0,0.0,,,5.0,16,16
1.0,1.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,6.0,17,17
2.0,0.0,57.15,1.0,0.0,,,5.0,16,16
1.0,1.0,92.99,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,70.76,1.0,0.0,,,6.0,17,17
1.0,1.0,74.39,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,43.55,1.0,0.0,,,5.0,16,16
1.0,1.0,92.99,1.0,0.0,,,5.0,16,16
2.0,0.0,45.36,1.0,0.0,,,5.0,16,16
2.0,0.0,94.35,1.0,0.0,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
1.0,1.0,50.8,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
1.0,1.0,77.11,1.0,0.0,,,5.0,16,16
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,83.92,1.0,0.0,,,5.0,16,16
2.0,0.0,109.77,1.0,0.0,,,6.0,17,17
2.0,0.0,83.92,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,99.34,1.0,0.0,,,6.0,17,17
1.0,1.0,74.84,,,,,7.0,18+,18+
2.0,0.0,147.42,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,49.9,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,7.0,18+,18+
2.0,0.0,90.72,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,,,,,7.0,18+,18+
1.0,1.0,79.38,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
1.0,1.0,68.04,1.0,0.0,,,6.0,17,17
1.0,1.0,59.42,1.0,0.0,,,7.0,18+,18+
1.0,1.0,81.65,1.0,0.0,,,7.0,18+,18+
2.0,0.0,62.6,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,6.0,17,17
1.0,1.0,52.16,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,7.0,18+,18+
1.0,1.0,49.9,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,77.11,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,7.0,18+,18+
2.0,0.0,68.04,,,,,7.0,18+,18+
1.0,1.0,73.48,1.0,0.0,,,7.0,18+,18+
2.0,0.0,88.45,1.0,0.0,,,6.0,17,17
2.0,0.0,55.79,1.0,0.0,,,7.0,18+,18+
2.0,0.0,99.79,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,7.0,18+,18+
1.0,1.0,45.36,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
1.0,1.0,111.13,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,83.01,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
1.0,1.0,55.34,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,101.15,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,,,,,6.0,17,17
2.0,0.0,117.94,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,,,,,6.0,17,17
2.0,0.0,71.67,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,58.97,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,97.52,1.0,0.0,,,6.0,17,17
2.0,0.0,83.92,1.0,0.0,,,7.0,18+,18+
2.0,0.0,48.08,1.0,0.0,,,7.0,18+,18+
2.0,0.0,76.2,1.0,0.0,,,7.0,18+,18+
1.0,1.0,73.48,1.0,0.0,,,6.0,17,17
1.0,1.0,86.64,1.0,0.0,,,7.0,18+,18+
1.0,1.0,50.8,1.0,0.0,,,6.0,17,17
2.0,0.0,73.94,1.0,0.0,,,7.0,18+,18+
2.0,0.0,49.9,1.0,0.0,,,7.0,18+,18+
1.0,1.0,44.45,1.0,0.0,,,6.0,17,17
1.0,1.0,49.9,1.0,0.0,,,7.0,18+,18+
1.0,1.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,64.41,1.0,0.0,,,7.0,18+,18+
1.0,1.0,79.83,1.0,0.0,,,7.0,18+,18+
2.0,0.0,57.61,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,3.0,14,<=14
2.0,0.0,89.36,1.0,0.0,,,4.0,15,15
1.0,1.0,60.78,1.0,0.0,,,3.0,14,<=14
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
1.0,1.0,73.48,1.0,0.0,,,4.0,15,15
2.0,0.0,71.22,1.0,0.0,,,4.0,15,15
1.0,1.0,53.07,6.0,1.0,Frequent (20~30 days),6.0,4.0,15,15
1.0,1.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
1.0,1.0,49.44,1.0,0.0,,,4.0,15,15
1.0,1.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,88.45,1.0,0.0,,,4.0,15,15
1.0,1.0,58.06,1.0,0.0,,,5.0,16,16
1.0,1.0,,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
1.0,1.0,68.04,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,65.32,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,,,,,4.0,15,15
2.0,0.0,96.16,1.0,0.0,,,4.0,15,15
2.0,0.0,73.94,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,58.51,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,59.88,1.0,0.0,,,3.0,14,<=14
1.0,1.0,63.5,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,46.27,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
1.0,1.0,50.8,1.0,0.0,,,4.0,15,15
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,86.18,1.0,0.0,,,3.0,14,<=14
1.0,1.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,52.16,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,95.26,1.0,0.0,,,4.0,15,15
2.0,0.0,86.18,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,5.0,16,16
1.0,1.0,90.72,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,,,,,,4.0,15,15
1.0,1.0,68.04,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
1.0,1.0,73.48,1.0,0.0,,,4.0,15,15
2.0,0.0,73.48,1.0,0.0,,,3.0,14,<=14
2.0,0.0,59.88,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,86.18,1.0,0.0,,,3.0,14,<=14
1.0,1.0,53.52,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,58.06,1.0,0.0,,,4.0,15,15
1.0,1.0,103.87,,,,,5.0,16,16
2.0,0.0,65.77,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,82.1,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,64.86,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,47.63,1.0,0.0,,,5.0,16,16
1.0,1.0,60.78,1.0,0.0,,,5.0,16,16
1.0,1.0,83.92,1.0,0.0,,,4.0,15,15
1.0,1.0,67.13,1.0,0.0,,,5.0,16,16
2.0,0.0,83.92,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,70.76,1.0,0.0,,,4.0,15,15
2.0,0.0,113.4,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,79.83,1.0,0.0,,,5.0,16,16
2.0,0.0,64.41,,,,,5.0,16,16
1.0,1.0,112.49,1.0,0.0,,,4.0,15,15
2.0,0.0,83.01,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,113.4,1.0,0.0,,,4.0,15,15
1.0,1.0,88.91,,,,,3.0,14,<=14
2.0,0.0,53.98,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,48.08,1.0,0.0,,,3.0,14,<=14
1.0,1.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,68.04,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,67.13,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,72.58,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,58.06,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
1.0,1.0,65.32,,,,,5.0,16,16
2.0,0.0,99.79,,,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,91.17,1.0,0.0,,,6.0,17,17
1.0,1.0,54.43,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,74.84,,,,,4.0,15,15
1.0,1.0,,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,51.26,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
1.0,1.0,80.74,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,63.5,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,86.18,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,83.46,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,116.12,,,,,5.0,16,16
2.0,0.0,55.79,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,68.04,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,80.74,1.0,0.0,,,5.0,16,16
2.0,0.0,58.51,1.0,0.0,,,5.0,16,16
2.0,0.0,70.31,1.0,0.0,,,4.0,15,15
1.0,1.0,81.65,1.0,0.0,,,4.0,15,15
1.0,1.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,81.19,1.0,0.0,,,5.0,16,16
1.0,1.0,98.43,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
1.0,1.0,99.79,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
1.0,1.0,69.85,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
1.0,1.0,61.69,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,6.0,17,17
1.0,1.0,66.68,1.0,0.0,,,7.0,18+,18+
2.0,0.0,68.04,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
2.0,0.0,,1.0,0.0,,,6.0,17,17
1.0,1.0,60.78,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,86.18,1.0,0.0,,,7.0,18+,18+
1.0,1.0,49.9,1.0,0.0,,,6.0,17,17
2.0,0.0,78.02,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,99.79,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,63.5,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,65.77,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
,,58.51,,,,,6.0,17,17
2.0,0.0,98.88,1.0,0.0,,,7.0,18+,18+
2.0,0.0,59.88,1.0,0.0,,,7.0,18+,18+
2.0,0.0,81.65,1.0,0.0,,,7.0,18+,18+
2.0,0.0,117.94,1.0,0.0,,,7.0,18+,18+
2.0,0.0,83.92,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,102.06,1.0,0.0,,,7.0,18+,18+
2.0,0.0,88.45,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
1.0,1.0,60.78,1.0,0.0,,,3.0,14,<=14
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,54.43,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.89,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
1.0,1.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,,,,,4.0,15,15
1.0,1.0,70.31,1.0,0.0,,,3.0,14,<=14
2.0,0.0,61.69,1.0,0.0,,,3.0,14,<=14
2.0,0.0,64.86,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,3.0,14,<=14
1.0,1.0,70.76,1.0,0.0,,,4.0,15,15
1.0,1.0,60.33,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,74.39,1.0,0.0,,,4.0,15,15
2.0,0.0,76.66,1.0,0.0,,,3.0,14,<=14
2.0,0.0,58.06,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,50.8,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,3.0,14,<=14
2.0,0.0,57.61,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,,,
2.0,0.0,50.8,1.0,0.0,,,3.0,14,<=14
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,53.98,1.0,0.0,,,4.0,15,15
1.0,1.0,51.26,,,,,7.0,18+,18+
1.0,1.0,57.61,1.0,0.0,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,48.08,1.0,0.0,,,6.0,17,17
1.0,1.0,53.07,1.0,0.0,,,5.0,16,16
1.0,1.0,77.11,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,53.52,1.0,0.0,,,5.0,16,16
2.0,0.0,61.69,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,74.84,1.0,0.0,,,6.0,17,17
1.0,1.0,90.72,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,52.16,,,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,122.47,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,78.02,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,106.6,1.0,0.0,,,6.0,17,17
2.0,0.0,79.38,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,88.45,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,56.7,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
1.0,1.0,,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
1.0,1.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
2.0,0.0,54.89,1.0,0.0,,,4.0,15,15
2.0,0.0,48.08,1.0,0.0,,,7.0,18+,18+
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,4.0,15,15
2.0,0.0,52.16,,,,,5.0,16,16
1.0,1.0,59.88,1.0,0.0,,,4.0,15,15
2.0,0.0,57.61,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
1.0,1.0,48.99,1.0,0.0,,,5.0,16,16
